Code Aéroport,Code Ville,Code Pays,Nom Ville,Latitude,Longitude,UTC Différence,Time_Zone
ZEG,ZEG,ID,Senggo,-5.6908,139.3503,+09:00,Asia/Jayapura
ZEI,ZEI,DE,Garmisch-Partenkirchen Rail Station,47.5,11.1,+01:00,Europe/Berlin
ZEJ,ZEJ,DE,Gelsenkirchen Hbf Rail Station,51.5053,7.1025,+01:00,Europe/Berlin
ZEL,ZEL,CA,Bella Bella,52.1847,-128.1567,-08:00,America/Vancouver
ZEM,ZEM,CA,East Main Eastmain,52.2258,-78.5225,-05:00,America/Toronto
ZEN,ZEN,PG,Zenag,-6.95,146.6167,+10:00,Pacific/Port_Moresby
ZEO,ZEO,PK,Savi Ragha Off-Line Point,33.0,72.4,+05:00,Asia/Karachi
ZEP,LON,GB,London Victoria Rail Station,51.495,-0.1447,+00:00,Europe/London
ZEQ,ZEQ,GB,Dewsbury Bus Station,53.4,-1.6167,+00:00,Europe/London
ZER,ZER,IN,Ziro,27.5667,93.8333,+05:30,Asia/Kolkata
ZES,ZES,DE,Goeppingen,48.7,9.6667,+01:00,Europe/Berlin
ZET,ZET,DE,Goslar Off-Line Point,51.9167,10.4167,+01:00,Europe/Berlin
ZEU,ZEU,DE,Goettingen Rail Station,51.5367,9.9269,+01:00,Europe/Berlin
ZEW,ZEW,DE,Gummersbach,51.0333,7.55,+01:00,Europe/Berlin
ZEX,GUT,DE,Guetersloh Hbf Rail Station,51.9,8.3833,+01:00,Europe/Berlin
ZEY,ZEY,DE,Hagen Hbf Rail Station,51.3631,7.4608,+01:00,Europe/Berlin
ZEZ,ZEZ,DE,Hameln,52.1,9.35,+01:00,Europe/Berlin
ZFA,ZFA,CA,Faro,62.1667,-133.6667,-07:00,America/Dawson_Creek
ZFB,ZFB,CA,Old Fort Bay,51.5833,-57.9167,-04:00,America/Blanc-Sablon
ZFC,LBA,GB,Bradford Bus Station,53.7911,-1.7511,+00:00,Europe/London
ZFD,ZFD,CA,Fond Du Lac,59.3353,-107.1844,-06:00,America/Regina
ZFE,ZFE,US,Beltsville Off-Line Point,39.0333,-76.9167,-05:00,America/New_York
ZFF,ZNV,DE,Koblenz Hbf Rail Station,50.3506,7.5892,+01:00,Europe/Berlin
ZFG,DSA,GB,Doncaster/Sheffield Bus Station,53.3833,-1.5,+00:00,Europe/London
ZFH,ZFH,GB,Milton Keynes Bus Station,52.1667,-0.7,+00:00,Europe/London
ZFI,ZFI,GB,Chesterfield Bus Station,53.25,-1.4167,+00:00,Europe/London
ZFJ,RNS,FR,Rennes Rail Station,48.1033,-1.6725,+01:00,Europe/Paris
ZFK,ZFK,DK,Guderup Bus Station,54.9833,9.8833,+01:00,Europe/Copenhagen
ZFL,ZFL,CN,Zhaosu Tianma,43.0883,81.2244,+08:00,Asia/Shanghai
ZFM,ZFM,CA,Fort Mcpherson,67.4075,-134.8606,-07:00,America/Whitehorse
ZFN,ZFN,CA,Tulita Fort Norman Tulita,64.9097,-125.5725,-07:00,America/Whitehorse
ZFO,MNZ,US,Franconia Off-Line Point,38.6667,-77.45,-05:00,America/New_York
ZFP,ZFP,HU,Veszprem Off-Line Point,47.1,17.9167,+01:00,Europe/Budapest
ZFQ,BOD,FR,Bordeaux St-Jean Rail Station,44.8178,-0.5617,+01:00,Europe/Paris
ZFR,ZFR,DE,Frankfurt (Oder) Rail Station,52.35,14.55,+01:00,Europe/Berlin
ZFT,FLL,US,Fort Lauderdale Tri-Rail Station,26.0694,-80.1694,-05:00,America/New_York
ZFU,ZFU,BR,Aruja Off-Line Point,-23.4,-46.3167,-03:00,America/Araguaina
ZFV,PHL,US,Philadelphia 30th Street Rail Station,39.9558,-75.1822,-05:00,America/New_York
ZFW,ZFW,CA,Fairview,56.0667,-118.3833,-07:00,America/Whitehorse
ZFX,SZZ,PL,Szczecin Bus Station,53.4333,14.5667,+01:00,Europe/Warsaw
ZFY,KTW,PL,Katowice Bus Station,50.25,19.0,+01:00,Europe/Warsaw
ZFZ,BUF,US,Buffalo-Depew Rail Station,42.9064,-78.7264,-05:00,America/New_York
ZGA,ZGA,DE,Gera Hbf Rail Station,50.8667,12.0833,+01:00,Europe/Berlin
ZGB,NQT,GB,Nottingham Bus Station,52.9592,-1.1486,+00:00,Europe/London
ZGC,ZAG,HR,Zagreb Bus Station,45.8083,16.0072,+01:00,Europe/Zagreb
ZGD,GON,US,Groton/New London Rail Station,41.3542,-72.0936,-05:00,America/New_York
ZGE,ZGE,DE,Goerlitz Rail Station,50.3333,11.9667,+01:00,Europe/Berlin
ZGF,ZGF,CA,Grand Forks,49.0333,-118.4667,-08:00,America/Vancouver
ZGG,GLA,GB,Glasgow Central Rail Station,55.8594,-4.2581,+00:00,Europe/London
ZGH,CPH,DK,Copenhagen H Rail Station,55.6728,12.5644,+01:00,Europe/Copenhagen
ZGI,ZGI,CA,Gods River,54.8397,-94.0772,-06:00,America/Winnipeg
ZGJ,OST,BE,Oostende/Brugge Rail Station Brugge Rai,51.2167,3.2333,+01:00,Europe/Brussels
ZGK,ZGK,BE,Leuven Off-Line Point,50.8833,4.7,+01:00,Europe/Brussels
ZGL,ZGL,AU,South Galway,-25.6833,142.1167,+10:00,Australia/Brisbane
ZGM,ZGM,ZM,Ngoma,-15.9667,25.95,+02:00,Africa/Lusaka
ZGN,ZUH,CN,Zhuhai Zhongshan Ferry Port,22.5733,113.4736,+08:00,Asia/Shanghai
ZGO,ZGO,DE,Gotha Rail Station,50.9394,10.7128,+01:00,Europe/Berlin
ZGP,ZGP,BE,Mechelen Railway Station,51.0303,4.4903,+01:00,Europe/Brussels
ZGQ,ZGQ,BE,Tournai Off-Line Point,50.6,3.4,+01:00,Europe/Brussels
ZGR,ZGR,CA,Little Grand Rapids,52.0447,-95.4664,-06:00,America/Winnipeg
ZGS,ZGS,CA,La Romaine,50.2597,-60.6747,-04:00,America/Blanc-Sablon
ZGT,ZGT,DE,Gerstungen Rail Station,50.9667,10.0833,+01:00,Europe/Berlin
ZGU,ZGU,VU,Gaua,-14.2197,167.5883,+11:00,Pacific/Efate
ZGV,ZGV,BE,Wavre Off-Line Point,50.5667,4.6167,+01:00,Europe/Brussels
ZGW,ZGW,DE,Greifswald Rail Station,54.1,13.4,+01:00,Europe/Berlin
ZGX,ZGX,DK,Viborg Rail Station,56.4333,9.4,+01:00,Europe/Copenhagen
ZGY,ZGY,MY,Kuching Ferry Port,1.55,110.3833,+08:00,Asia/Kuching
ZGZ,ZGZ,DE,Fict Point/Aa2 German Rail Pass,50.6667,10.0,+01:00,Europe/Berlin
ZHA,ZHA,CN,Zhanjiang Wuchuan,21.4861,110.5933,+08:00,Asia/Shanghai
ZHB,ZHB,CH,Engelberg Rail Station,46.9833,8.4167,+01:00,Europe/Zurich
ZHC,PHL,US,Philadelphia North Rail Station,40.0861,-75.0167,-05:00,America/New_York
ZHD,ZHD,CH,Fluelen Rail Station,46.9,8.6333,+01:00,Europe/Zurich
ZHE,ZHE,CH,Frauenfeld Rail Station,47.55,8.9,+01:00,Europe/Zurich
ZHF,ZHF,CH,Fribourg Rail Station,46.8,7.15,+01:00,Europe/Zurich
ZHG,ZHG,CH,Glarus Rail Station,47.0333,9.0667,+01:00,Europe/Zurich
ZHH,ZHH,CH,Gossau Sg Rail Station,47.4167,9.25,+01:00,Europe/Zurich
ZHI,ZHI,CH,Grenchen Sued Rail Stn,47.1833,7.3833,+01:00,Europe/Zurich
ZHJ,ZHJ,CH,Grindelwald Rail Station,46.6167,8.05,+01:00,Europe/Zurich
ZHK,ZHK,CH,Gstaad Rail Station,46.4667,7.2833,+01:00,Europe/Zurich
ZHL,ZHL,CH,Heerbrugg Rail Station,47.4,9.6333,+01:00,Europe/Zurich
ZHM,ZHM,BD,Shamshernagar,24.3986,91.9211,+06:00,Asia/Dhaka
ZHN,ZHN,CH,Herzogenbuchsee Rail Stn,47.1833,7.7,+01:00,Europe/Zurich
ZHO,ZHO,CA,Houston Bus Station,54.3944,-126.6667,-08:00,America/Vancouver
ZHP,ZHP,CA,High Prairie,55.4333,-116.4833,-07:00,America/Whitehorse
ZHQ,ZHQ,DE,Halberstadt Railway Station,51.9,11.0667,+01:00,Europe/Berlin
ZHR,ZHR,CH,Kandersteg Rail Station,46.4833,7.6667,+01:00,Europe/Zurich
ZHS,ZHS,CH,Klosters Rail Station,46.8833,9.8667,+01:00,Europe/Zurich
ZHT,GVA,CH,Geneva Rail Station,46.2,6.1667,+01:00,Europe/Zurich
ZHU,ZHU,CH,Kreuzlingen Rail Station,47.65,9.1833,+01:00,Europe/Zurich
ZHV,ZHV,CH,La Chaux-De-Fonds Rail Station,47.1333,6.85,+01:00,Europe/Zurich
ZHW,ZHW,CH,Langenthal Rail Station,47.2167,7.7833,+01:00,Europe/Zurich
ZHX,ZHX,BR,Tubarao Off-Line Point,-28.4833,-49.0,-03:00,America/Araguaina
ZHY,ZHY,CN,Zhongwei Xiangshan,37.5728,105.1514,+08:00,Asia/Shanghai
ZHZ,LEJ,DE,Leipzig/Halle Rail Station Halle Hbf Ra,51.4772,11.9878,+01:00,Europe/Berlin
ZIA,ZIA,RU,Zhukovsky,55.5533,38.1517,+03:00,Europe/Moscow
ZIB,ZIB,DK,Nyborg Rail Station,55.3167,10.8,+01:00,Europe/Copenhagen
ZIC,ZIC,CL,Victoria,-38.2167,-72.3333,-04:00,America/Santiago
ZID,AAR,DK,Aarhus Bus Service,56.15,10.2167,+01:00,Europe/Copenhagen
ZIE,ZIE,IT,Vulcano Island Harbour,38.4156,14.9619,+01:00,Europe/Rome
ZIF,YOW,CA,Ottawa Fallowfield Rail Station,45.2994,-75.7369,-05:00,America/Toronto
ZIG,ZIG,SN,Ziguinchor,12.5556,-16.2817,+00:00,Africa/Dakar
ZIH,ZIH,MX,Ixtapa/Zihuatanejo International,17.6017,-101.4606,-06:00,America/Mexico_City
ZII,ZII,AU,Adelaide Ferry Port,-34.8167,138.5167,+09:30,Australia/Darwin
ZIJ,ZIJ,DK,Nykoing Sjaelland Rail Station,55.9167,11.6667,+01:00,Europe/Copenhagen
ZIK,KLV,CZ,Karlovy Vary Bus Station,50.2303,12.8639,+01:00,Europe/Prague
ZIL,ZIL,DK,Horsens Bus Station,55.8719,9.8811,+01:00,Europe/Copenhagen
ZIM,ODE,DK,Odense Bus Station,55.4,10.3667,+01:00,Europe/Copenhagen
ZIN,ZIN,CH,Interlaken Ost Rail Station,46.6833,7.85,+01:00,Europe/Zurich
ZIO,ZIO,DE,Solingen Rail Station Solingen Hbf Rail,51.1608,7.0039,+01:00,Europe/Berlin
ZIP,ZIP,IT,Lipari Island Harbour,38.4656,14.9583,+01:00,Europe/Rome
ZIQ,ZIQ,IT,Salina Island Harbour,38.5589,14.8728,+01:00,Europe/Rome
ZIR,ZIR,DK,Randers Rail Station,56.4667,10.05,+01:00,Europe/Copenhagen
ZIS,ZIS,LY,Zintan,31.7753,12.2494,+02:00,Africa/Tripoli
ZIT,ZIT,DE,Zittau Rail Station,50.9167,14.8333,+01:00,Europe/Berlin
ZIU,ZUH,CN,Zhuhai Bus Station,22.2789,113.5667,+08:00,Asia/Shanghai
ZIV,INV,GB,Inverness Rail Station,57.45,-4.25,+00:00,Europe/London
ZIW,ZIW,DE,Kehl Off-Line Point,48.5667,7.8167,+01:00,Europe/Berlin
ZIX,ZIX,RU,Zhigansk,66.7939,123.3644,+09:00,Asia/Yakutsk
ZIY,CAN,CN,Guangzhou Lianhuashan Ferry Port,22.9692,113.4997,+08:00,Asia/Shanghai
ZIZ,ZIZ,PK,Zamzama,26.7111,67.6675,+05:00,Asia/Karachi
ZJA,ZJA,CH,Le Locle Rail Station,47.0667,6.75,+01:00,Europe/Zurich
ZJB,ZJB,MY,Kuantan Ferry Port,3.9667,103.4444,+08:00,Asia/Kuching
ZJC,ZJC,CH,Lenzburg Rail Station,47.3833,8.1833,+01:00,Europe/Zurich
ZJD,ZJD,CH,Lenzerheide/Lai Bus Station,46.75,9.55,+01:00,Europe/Zurich
ZJE,ZJE,IT,Panarea Island Harbour,38.6367,15.0783,+01:00,Europe/Rome
ZJF,DXB,AE,Dubai Jebel Ali Free Zone,24.9678,55.0353,+04:00,Asia/Dubai
ZJG,ZJG,CA,Jenpeg,54.5192,-98.0461,-06:00,America/Winnipeg
ZJH,AAR,DK,Aarhus H Rail Station,56.15,10.2167,+01:00,Europe/Copenhagen
ZJI,ZJI,CH,Locarno Rail Station,46.1667,8.8,+01:00,Europe/Zurich
ZJJ,ZJJ,IT,Procida,40.7667,14.0333,+01:00,Europe/Rome
ZJK,ZJK,CN,Chek Lap Kok Off-Line Point,22.3053,113.9217,+08:00,Asia/Shanghai
ZJL,ZJL,CH,Lyss Rail Station,47.0667,7.3,+01:00,Europe/Zurich
ZJM,ZJM,CH,Martigny Rail Station,46.0833,7.0833,+01:00,Europe/Zurich
ZJN,ZJN,CA,Swan River,52.1,-101.2667,-06:00,America/Winnipeg
ZJO,SJC,US,San Jose Bus Station,37.3556,-121.9194,-08:00,America/Los_Angeles
ZJP,ZJP,CH,Montreux Rail Station,46.4333,6.9167,+01:00,Europe/Zurich
ZJQ,ZJQ,CH,Morges Rail Station,46.5167,6.5,+01:00,Europe/Zurich
ZJR,ZJR,MY,Penang Ferry Port,5.4167,100.3333,+08:00,Asia/Kuching
ZJS,ZJS,DE,Jena Rail Station Jena Paradies Rail St,50.9333,11.5833,+01:00,Europe/Berlin
ZJT,ZJT,MY,Tanjung Pelepas Ferry Port,1.35,103.55,+08:00,Asia/Kuching
ZJU,ZJU,CH,Olten Rail Station,47.35,7.9167,+01:00,Europe/Zurich
ZJV,ZJV,CH,Pontresina Rail Station,46.4833,9.9,+01:00,Europe/Zurich
ZJW,ZJW,CH,Rapperswil Rail Station,47.2167,8.8167,+01:00,Europe/Zurich
ZJX,ZJX,IT,Stromboli Island Harbour,38.7975,15.2403,+01:00,Europe/Rome
ZJY,ZJY,IT,Ponza,40.8953,12.9633,+01:00,Europe/Rome
ZJZ,ZJZ,CH,Rorschach Rail Station,47.4667,9.5167,+01:00,Europe/Zurich
ZKA,ZKA,CH,Sargans Rail Station,46.5,9.4333,+01:00,Europe/Zurich
ZKB,ZKB,ZM,Kasaba Bay,-8.5333,30.7,+02:00,Africa/Lusaka
ZKC,ZKC,CH,Sarnen Rail Station,46.9,8.2333,+01:00,Europe/Zurich
ZKD,MOW,RU,Moscow Leningradsky Rail Station,55.7806,37.65,+03:00,Europe/Moscow
ZKE,ZKE,CA,Kashechewan,52.2817,-81.6781,-05:00,America/Toronto
ZKF,ZKF,CH,St Margrethen Rail Station,47.45,9.6167,+01:00,Europe/Zurich
ZKG,ZKG,CA,Kegaska,50.1961,-61.2658,-04:00,America/Blanc-Sablon
ZKH,SMV,CH,St Moritz Rail Station,46.5,9.8333,+01:00,Europe/Zurich
ZKI,ZKI,CH,Saas-Fee Bus Station,46.1167,7.9167,+01:00,Europe/Zurich
ZKJ,ZKJ,CH,Schaffhausen Rail Station,47.7,8.6333,+01:00,Europe/Zurich
ZKK,ZKK,CH,Schwyz Rail Station,47.0167,8.65,+01:00,Europe/Zurich
ZKL,ZKL,CN,Zigong Fengming General,29.3764,104.6256,+08:00,Asia/Shanghai
ZKM,ZKM,GA,Sette Cama,-2.5333,9.7667,+01:00,Africa/Libreville
ZKN,SQW,DK,Skive Rail Station,56.6333,9.0167,+01:00,Europe/Copenhagen
ZKO,ZKO,CH,Sierre/Siders Rail Station,46.3,7.5333,+01:00,Europe/Zurich
ZKP,ZKP,RU,Zyryanka,65.7492,150.8883,+11:00,Asia/Srednekolymsk
ZKQ,ZKQ,ME,Kotor Off-Line Point,42.45,18.7667,+01:00,Europe/Podgorica
ZKR,ZKR,GR,Karlovasion Off-Line Pt,37.7903,26.7044,+02:00,Europe/Athens
ZKS,ZKS,CH,Solothurn Rail Station,47.2333,7.5167,+01:00,Europe/Zurich
ZKT,ZKT,GR,Komotini Off-Line Pt,41.1228,25.3964,+02:00,Europe/Athens
ZKU,ZKU,CH,Sursee Rail Station,47.1667,8.1,+01:00,Europe/Zurich
ZKV,ZKV,CH,Thalwil Rail Station,47.2833,8.5667,+01:00,Europe/Zurich
ZKW,ZKW,CH,Wetzikon Rail Station,47.3167,8.7833,+01:00,Europe/Zurich
ZKX,ZKX,CH,Uzwil Rail Station,47.4333,9.1333,+01:00,Europe/Zurich
ZKY,ZKY,CH,Verbier Bus Station,46.1,7.2167,+01:00,Europe/Zurich
ZKZ,ZKZ,CH,Vevey Rail Station,46.45,6.85,+01:00,Europe/Zurich
ZLA,ZLA,CH,Villars-Sur-Ollon Rail Station,46.3,7.05,+01:00,Europe/Zurich
ZLB,ZLB,CH,Visp Rail Station,46.2833,7.8667,+01:00,Europe/Zurich
ZLC,ZLC,CH,Waedenswil Rail Station,47.2333,8.6667,+01:00,Europe/Zurich
ZLD,ZLD,CH,Weinfelden Rail Station,47.5667,9.1,+01:00,Europe/Zurich
ZLE,ZLE,CH,Wengen Rail Station,46.6,7.9167,+01:00,Europe/Zurich
ZLF,ZLF,CH,Wettingen Rail Station,47.4667,8.3167,+01:00,Europe/Zurich
ZLG,ZLG,HU,Zalaegerszeg Ma Bus Station,46.8447,16.8461,+01:00,Europe/Budapest
ZLH,ZLH,CH,Wil Rail Station,47.4667,9.05,+01:00,Europe/Zurich
ZLI,ZLI,CH,Winterthur Rail Station,47.5,8.75,+01:00,Europe/Zurich
ZLJ,ZLJ,CH,Yverdon-Les-Bains Rail Station,46.7833,6.65,+01:00,Europe/Zurich
ZLK,LED,RU,St Petersburg Moskovsky Rail Station,59.9297,30.3622,+03:00,Europe/Moscow
ZLL,ZLL,CH,Zofingen Rail Station,47.2833,7.9333,+01:00,Europe/Zurich
ZLM,ZLM,CH,Zug Rail Station,47.1667,8.5167,+01:00,Europe/Zurich
ZLN,LME,FR,Le Mans Rail Station,47.9958,0.1919,+01:00,Europe/Paris
ZLO,ZLO,MX,Manzanillo,19.1447,-104.5586,-06:00,America/Mexico_City
ZLP,ZRH,CH,Zurich Hb Rail Station,47.3778,8.5406,+01:00,Europe/Zurich
ZLQ,ZRH,CH,Zurich Oerlikon Rail Station,47.4167,8.55,+01:00,Europe/Zurich
ZLR,ZLR,CL,Linares Off-Line Point,-35.7833,-71.6667,-04:00,America/Santiago
ZLS,LON,GB,London Liverpool Street Rail Station,51.5181,-0.0828,+00:00,Europe/London
ZLT,ZLT,CA,La Tabatiere,50.8308,-58.9753,-04:00,America/Blanc-Sablon
ZLU,ZLU,DE,Ludwigslust Rail Station,53.3333,11.5,+01:00,Europe/Berlin
ZLV,ZLV,FI,Luosto Bus Station,61.35,26.0833,+02:00,Europe/Helsinki
ZLW,ZLW,MY,Pasir Gudang Ferry Port,1.4333,103.9333,+08:00,Asia/Kuching
ZLX,ZLX,SD,Zalengei,12.9417,23.5656,+02:00,Africa/Khartoum
ZLY,ALB,US,Albany Rensselaer Rail Station,42.6411,-73.7411,-05:00,America/New_York
ZLZ,LBA,GB,Leeds/Bradford Bus Station,53.7972,-1.5361,+00:00,Europe/London
ZMA,ZMA,GB,Mansfield Bus Station,53.15,-1.1833,+00:00,Europe/London
ZMB,HAM,DE,Hamburg Hbf Rail Station,53.5531,10.0067,+01:00,Europe/Berlin
ZMC,ZMC,PL,Miedzyzdroje Bus Station,53.9167,14.45,+01:00,Europe/Warsaw
ZMD,ZMD,BR,Sena Madureira,-9.0667,-68.6667,-05:00,America/Rio_Branco
ZME,ZME,US,Iselin Metropark Rail Station,40.5683,-74.3297,-05:00,America/New_York
ZMF,NAP,IT,Naples Beverello Harbour,40.8394,14.2636,+01:00,Europe/Rome
ZMG,CSO,DE,Magdeburg Rail Station Magdeburg Hbf Ra,52.1308,11.6269,+01:00,Europe/Berlin
ZMH,ZMH,CA,One Hundred Eight Mile Ranch,51.7,-121.4167,-08:00,America/Vancouver
ZMI,NAP,IT,Naples Mergellina Rail Station,40.8333,14.25,+01:00,Europe/Rome
ZMJ,NAP,IT,Naples Mergellina Harbour,40.8272,14.2242,+01:00,Europe/Rome
ZMK,ZMK,MY,Bintulu Ferry Port,3.2667,113.0667,+08:00,Asia/Kuching
ZML,MKE,US,Milwaukee Intermodal Station,42.9528,-87.9028,-06:00,America/Chicago
ZMM,ZMM,MX,Zamora,19.9833,-102.2667,-06:00,America/Mexico_City
ZMN,ZMN,BR,Monte Siao Off-Line Point,-22.4333,-46.5667,-03:00,America/Araguaina
ZMO,ZMO,IT,Modena Bus Station,44.6667,10.9167,+01:00,Europe/Rome
ZMP,MAN,GB,Manchester Bus Station,53.4781,-2.2378,+00:00,Europe/London
ZMQ,ZMQ,NO,Raufoss Rail Station,60.7233,10.6144,+01:00,Europe/Oslo
ZMR,ZMR,IT,Merano/Meran Bus Station,46.6667,11.15,+01:00,Europe/Rome
ZMS,FLR,IT,Florence S.M. Novella Rail Station,43.7769,11.2481,+01:00,Europe/Rome
ZMT,ZMT,CA,Masset,54.0275,-132.1253,-08:00,America/Vancouver
ZMU,MUC,DE,Munich Hbf Rail Station,48.1411,11.5544,+01:00,Europe/Berlin
ZMV,ZMV,US,Melville Off-Line Point,40.8,-73.4167,-05:00,America/New_York
ZMW,ZMW,DK,Brande Bus Station,55.95,9.1167,+01:00,Europe/Copenhagen
ZMX,ZMX,NO,Tynset Rail Station,62.2761,10.7719,+01:00,Europe/Oslo
ZMY,ZMY,CN,Huangpu,23.0944,113.44,+08:00,Asia/Shanghai
ZMZ,ZMZ,NO,Bjerka Rail Station,66.1494,13.8317,+01:00,Europe/Oslo
ZNA,YCD,CA,Nanaimo Harbour,49.1681,-123.9308,-08:00,America/Vancouver
ZNB,ZNB,DE,Hamm Rail Station,51.6833,7.8,+01:00,Europe/Berlin
ZNC,ZNC,US,Nyac,60.9833,-159.9833,-09:00,America/Anchorage
ZND,ZND,NE,Zinder,13.7789,8.9836,+01:00,Africa/Niamey
ZNE,ZNE,AU,Newman,-23.4178,119.8028,+08:00,Australia/Perth
ZNF,ZNF,DE,Hanau,50.1333,8.9167,+01:00,Europe/Berlin
ZNG,NNG,CN,Nanning Rail Station,22.8294,108.3111,+08:00,Asia/Shanghai
ZNI,ZNI,DE,Heidenhiem Off-Line Point,48.6744,10.1517,+01:00,Europe/Berlin
ZNJ,ZNJ,DE,Heilbronn Off-Line Point,49.1333,9.2333,+01:00,Europe/Berlin
ZNK,ZNK,DE,Herford,52.1333,8.6833,+01:00,Europe/Berlin
ZNO,ZNO,DE,Hildesheim,52.15,9.9667,+01:00,Europe/Berlin
ZNQ,IGS,DE,Ingolstadt Rail Station,48.7444,11.4369,+01:00,Europe/Berlin
ZNS,ZNS,DE,Kempten,47.7119,10.3181,+01:00,Europe/Berlin
ZNU,ZNU,CA,Namu,51.85,-127.8667,-08:00,America/Vancouver
ZNV,ZNV,DE,Koblenz Bus Station,50.3503,7.5903,+01:00,Europe/Berlin
ZNW,ZNW,DE,Limburg Rail Station,50.3833,8.05,+01:00,Europe/Berlin
ZNZ,ZNZ,TZ,Zanzibar,-6.2219,39.225,+03:00,Africa/Dar_es_Salaam
ZOA,ZOA,DE,Leverkusen Off-Line Point,51.0333,6.9833,+01:00,Europe/Berlin
ZOB,ZOB,ES,Zamora Rail Station,41.5161,-5.7397,+01:00,Europe/Madrid
ZOD,ZOD,DE,Ludwigsburg Off-Line Point,48.9,9.2,+01:00,Europe/Berlin
ZOF,ZOF,CA,Ocean Falls,52.3531,-127.6981,-08:00,America/Vancouver
ZOG,ZOG,DE,Lueneburg Rail Station,53.25,10.4,+01:00,Europe/Berlin
ZOI,ZOI,DE,Marburg A. D. Lahn,50.8167,8.7667,+01:00,Europe/Berlin
ZOJ,ZOJ,DE,Marl Off-Line Point,51.6589,7.1058,+01:00,Europe/Berlin
ZOM,ZOM,DE,Minden Rail Station,52.2833,8.9167,+01:00,Europe/Berlin
ZOO,ZOO,DE,Muehlheim An Der Ruhr Rail Station Mueh,51.4333,6.8833,+01:00,Europe/Berlin
ZOS,ZOS,CL,Osorno,-40.6114,-73.0606,-04:00,America/Santiago
ZOT,ZOT,DE,Neu-Ulm,48.4,10.0167,+01:00,Europe/Berlin
ZOU,ZOU,DE,Neuwied,50.4333,7.4667,+01:00,Europe/Berlin
ZOV,ZOV,DE,Norderstedt,53.6833,9.9667,+01:00,Europe/Berlin
ZOW,ZOW,DE,Nordhorn Off-Line Point,52.4319,7.0678,+01:00,Europe/Berlin
ZOX,ZOX,DE,Oberammergau,47.6,11.0667,+01:00,Europe/Berlin
ZOY,ZOY,DE,Oberhausen Rail Station Oberhausen Hbf,51.4667,6.85,+01:00,Europe/Berlin
ZOZ,ZOZ,DE,Offenbach A. Main,50.1,8.7667,+01:00,Europe/Berlin
ZPA,ZPA,DE,Offenburg Rail Station,48.4761,7.9464,+01:00,Europe/Berlin
ZPB,ZPB,CA,Sachigo Lake,53.8908,-92.1958,-06:00,America/Winnipeg
ZPC,ZPC,CL,Pucon,-39.2914,-71.9208,-04:00,America/Santiago
ZPD,ZPD,DE,Oldenburg Rail Station,53.1436,8.2225,+01:00,Europe/Berlin
ZPE,ZPE,DE,Muenster/Osnabrueck Rail Station Osnabr,52.2728,8.0606,+01:00,Europe/Berlin
ZPF,ZPF,DE,Passau Rail Station,48.5742,13.4508,+01:00,Europe/Berlin
ZPH,ZPH,US,Zephyrhills Municipal,28.2333,-82.1667,-05:00,America/New_York
ZPI,ZPI,DE,Pirmasens Off-Line Point,49.2,7.6,+01:00,Europe/Berlin
ZPJ,ZPJ,DE,Ratingen Off-Line Point,51.3,6.85,+01:00,Europe/Berlin
ZPL,ZPL,DE,Recklinghausen Rail Station Recklinghau,51.6167,7.2,+01:00,Europe/Berlin
ZPM,ZPM,DE,Regensburg Rail Station,49.0122,12.0997,+01:00,Europe/Berlin
ZPO,ZPO,CA,Pine House Lake,55.5167,-106.6,-06:00,America/Regina
ZPP,ZPP,DE,Reutlingen,48.4833,9.2167,+01:00,Europe/Berlin
ZPQ,ZPQ,DE,Rheine Off-Line Point,52.2833,7.4333,+01:00,Europe/Berlin
ZPR,ZPR,DE,Rosenheim,47.8669,12.0367,+01:00,Europe/Berlin
ZPV,ZPV,DE,Schwaeb Gmuend,48.8,9.7833,+01:00,Europe/Berlin
ZPW,ZPW,DE,Schweinfurt,50.05,10.2333,+01:00,Europe/Berlin
ZPY,ZPY,DE,Siegburg Rail Station,50.8,7.2,+01:00,Europe/Berlin
ZQA,ZQA,DE,Singen Off-Line Point,47.7628,8.84,+01:00,Europe/Berlin
ZQB,ZQB,US,Round Trip Flights Off-Line Point,51.8847,-176.6514,-10:00,America/Adak
ZUI,ZUH,CN,Zhuhai Jiuzhou Ferry Port,22.2361,113.5833,+08:00,Asia/Shanghai
ZUJ,ZUJ,CN,Zhenjiang Rail Station,32.1989,119.4275,+08:00,Asia/Shanghai
ZUK,ZUK,US,Lake Cook Road Rail Station,42.2578,-87.8381,-06:00,America/Chicago
ZUL,ZUL,SA,Zilfi,26.3,44.8167,+03:00,Asia/Riyadh
ZUM,ZUM,CA,Churchill Falls,53.5628,-64.1061,-04:00,America/Halifax
ZUN,CHI,US,Chicago Rail Station,41.8778,-87.6417,-06:00,America/Chicago
ZUT,DTT,US,Detroit Rail Station,42.3333,-83.05,-05:00,America/New_York
ZUW,LAX,US,Los Angeles Rail Station,33.9333,-118.4,-08:00,America/Los_Angeles
ZVA,ZVA,MG,Miandrivazo,-19.55,45.45,+03:00,Indian/Antananarivo
ZVB,ZVB,NO,Brumunddal Rail Station,60.8825,10.9364,+01:00,Europe/Oslo
ZVC,ZVC,CL,Villarrica Bus Station,-39.3172,-72.2289,-04:00,America/Santiago
ZVD,ZVD,NO,Drangedal Rail Station,59.0944,9.0642,+01:00,Europe/Oslo
