Ville,Description jour,Timezone,Latitude,Longitude,Date,Heure_locale,Max_Température,Min_Température,Température_actuelle,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Radiation_solaire,Energy_solaire,Soleil_coucher,Alerte_risk,Description_detailed,Conditions_météo,Alertes_météo,Alertes_description,Vitesse_vent
"Norfolk, VA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,36.8469,-76.2851,2023-06-29,10:40:00,28.9,21.9,26.9,67.8,0.0,0.0,0.0,20.5,13.7,63.6,1016.7,22.8,,325.1,28.0,20:28:24,10.0,Partly cloudy throughout the day.,Partially cloudy,,,13.7
"Tampico, Tamps, México",Similar temperatures continuing with a chance of rain multiple days.,America/Monterrey,22.2517,-97.8648,2023-06-29,07:41:00,34.8,24.9,30.0,72.5,2.3,0.0,0.0,23.8,21.6,110.7,1011.5,57.4,,316.4,27.5,19:19:23,30.0,Becoming cloudy in the afternoon with storms possible.,"Rain, Partially cloudy",,,21.6
"Little Rock, AR, United States",Similar temperatures continuing with a chance of rain Thursday.,America/Chicago,34.7487,-92.2748,2023-06-29,09:45:00,38.4,25.6,31.7,63.4,0.0,0.0,0.0,20.5,14.8,218.0,1012.3,12.3,,315.3,27.1,20:26:27,50.0,Clear conditions throughout the day.,Clear,Excessive Heat Warning,"...EXCESSIVE HEAT WARNING REMAINS IN EFFECT FROM NOON TODAY TO
8 PM CDT THIS EVENING...
...EXCESSIVE HEAT WARNING IN EFFECT FROM NOON TO 8 PM CDT
FRIDAY...
* WHAT...For the first Excessive Heat Warning today, dangerously
hot conditions with heat index values of 110 or greater
expected. For the second Excessive Heat Warning tomorrow,
dangerously hot conditions with heat index values of 110 or
greater expected.
* WHERE...Portions of central, eastern, north central,
southeast, southwest and western Arkansas.
* WHEN...For the Excessive Heat Warning today, from noon today to
8 PM CDT this evening. For the Excessive Heat Warning tomorrow,
from noon to 8 PM CDT Friday.
* IMPACTS...Extreme heat and humidity will significantly increase
the potential for heat related illnesses, particularly for those
working or participating in outdoor activities.",14.8
"Buffalo, NY, United States",Similar temperatures continuing with a chance of rain Sunday & Monday.,America/New_York,42.8854,-78.8785,2023-06-29,10:30:00,25.0,12.1,18.4,69.1,0.0,0.0,0.0,13.0,10.8,227.4,1016.5,30.9,,321.9,27.6,20:58:17,10.0,Partly cloudy throughout the day.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
The New York State Department of Environmental Conservation at
Albany has issued an Air Quality Health Advisory for Fine
Particulates until midnight EDT tonight.
Air quality levels in outdoor air are predicted to be greater than
an Air Quality Index value of 151 for Fine Particulates today. The
Air Quality Index...or AQI...was created as an easy way to correlate
levels of different pollutants to one scale. The higher the AQI
value...the greater the health concern.
When pollution levels are elevated...the New York State Department
of Health recommends that individuals consider limiting strenuous
outdoor physical activity to reduce the risk of adverse health
effects. People who may be especially sensitive to the effects of
elevated levels of pollutants include the very young and those with
pre-existing respiratory problems such as asthma or heart disease.
Those with symptoms should consider consulting their personal
physician.
For additional information, please visit the New York State
Department of Environmental Conservation website at,
https://on.ny.gov/nyaqi, or call the Air Quality Hotline at
1 800 5 3 5, 1 3 4 5.",10.8
"Albuquerque, NM, United States",Similar temperatures continuing with no rain expected.,America/Denver,35.0842,-106.649,2023-06-29,08:45:00,33.9,23.2,24.9,20.9,0.3,0.0,0.0,24.1,22.3,149.0,1005.3,60.7,,251.5,21.8,20:24:52,10.0,Clearing in the afternoon.,Partially cloudy,,,22.3
"Greensboro, NC, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,36.0691,-79.795,2023-06-29,10:40:00,30.6,18.5,25.3,64.8,0.3,0.0,0.0,13.0,13.3,118.3,1016.3,31.6,,326.9,28.3,20:40:12,10.0,Partly cloudy throughout the day.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
The North Carolina Department of Environmental and Natural Resources
in Raleigh NC has issued a Code Orange Air Quality Action Day for
Fine Particulates, until midnight EDT tonight.
An Air Quality Action Day means that Fine Particulates
concentrations within the region may approach or exceed unhealthy
standards. For additional information, please visit the North
Carolina Division of Air Quality Web site at
https://airquality.climate.ncsu.edu",13.3
"Dayton, OH, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,39.7592,-84.1938,2023-06-29,10:40:00,30.6,16.7,26.1,66.9,1.1,0.0,0.0,22.3,18.4,177.6,1013.9,63.3,,261.2,22.5,21:08:55,10.0,Partly cloudy throughout the day.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
The Miami Valley Regional Planning Commission and the Regional Air
Pollution Control Agency have issued an Air Quality Alert for
Montgomery, Miami, Greene, Clark, Preble and Darke counties in the
Miami Valley Region, until midnight EDT tonight.
Levels of air pollution within the region may approach or exceed
unhealthy standards.
For additional actions and information, visit miamivalleyair.org or
call 937-223-6323",18.4
"Peoria, AZ, United States",Similar temperatures continuing with no rain expected.,America/Phoenix,33.5773,-112.241,2023-06-29,07:35:00,40.0,24.0,28.9,12.4,0.0,0.0,0.0,20.5,14.8,202.0,1005.9,1.2,,371.3,32.1,19:43:10,10.0,Clear conditions throughout the day.,Clear,Excessive Heat Watch,"...EXCESSIVE HEAT WATCH REMAINS IN EFFECT FROM SATURDAY MORNING
THROUGH TUESDAY EVENING...
* WHAT...Dangerously hot conditions possible. Afternoon
temperatures 109 to 117.
* WHERE...Portions of south central and southwest Arizona and
southeast and southern California.
* WHEN...From Saturday morning through Tuesday evening.
* IMPACTS...Major Heat Risk. Overexposure can cause heat cramps
and heat exhaustion to develop and, without intervention, can
lead to heat stroke.",14.8
"Greenville, NC, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,35.6121,-77.3808,2023-06-29,10:40:00,31.7,18.4,27.7,72.9,0.0,0.0,0.0,14.8,12.7,66.3,1016.1,17.8,,316.8,27.3,20:29:15,10.0,Clear conditions throughout the day.,Clear,,,12.7
"Milwaukee, WI, United States",Similar temperatures continuing with a chance of rain Wednesday & Thursday.,America/Chicago,43.042,-87.9069,2023-06-29,09:40:00,22.8,18.8,18.1,79.8,4.5,0.0,0.0,24.1,18.4,165.4,1010.1,63.7,,238.0,20.4,20:34:58,30.0,Partly cloudy throughout the day with storms possible.,Partially cloudy,Air Quality Alert,"...AIR QUALITY ADVISORY ISSUED FOR ALL OF WISCONSIN...
The Wisconsin Department of Natural Resources has issued an Air
Quality Advisory for PM2.5 which will remain in effect until noon
Thursday, June 29th. This advisory affects all of southern and
south central Wisconsin.
Smoke originating from Canadian wildfires will spread from
north-to-south on Monday, June 26, impacting PM2.5 concentrations
at the surface. We expect this situation to remain highly dynamic
over the coming days and will adjust messaging as needed.
For Monday, June 26th, we expect the heaviest smoke impacts
across the eastern half of the state, where the Air Quality Index
(AQI) is expected to be within the UNHEALTHY category but could
reach the VERY UNHEALTHY category. People with heart or lung
disease, older adults, and children should avoid prolonged or
heavy exertion and consider avoiding all physical outdoor
activities; everyone else should reduce prolonged or heavy
exertion and consider avoiding prolonged or heavy exertion.
At this time, we anticipate the eastern half of the state to see
the heaviest surface smoke through the episode, with noon Tuesday
through noon Wednesday currently appearing to be the timing of
heaviest impact. The AQI will likely range from the UNHEALTHY to
VERY UNHEALTHY categories, but we cannot rule out the possibility
of the AQI reaching the HAZARDOUS category.
For more information on current air quality, please see:
https://airquality.wi.gov",18.4
"Syracuse, NY, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,43.0504,-76.1474,2023-06-29,10:40:00,26.7,14.4,22.2,75.0,0.502,0.0,0.0,16.6,12.7,275.6,1016.1,67.0,,314.9,27.3,20:47:57,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL MIDNIGHT EDT TONIGHT...
The New York State Department of Environmental Conservation at
Albany has issued a Air Quality Health Advisory for Fine
Particulates until midnight EDT tonight.
Air quality levels in outdoor air are predicted to be greater than
an air quality index value of 100 for Fine Particulates. The air
quality index, or AQI, was created as an easy way to correlate
levels of different pollutants to one scale. The higher the AQI
value, the greater the health concern.
When pollution levels are elevated, the New York State Department of
Health recommends that individuals consider limiting strenuous
outdoor physical activity to reduce the risk of adverse health
effects. People who may be especially sensitive to the effects of
elevated levels of pollutants include the very young and those with
pre existing respiratory problems such as asthma or heart disease.
Those with symptoms should consider consulting their personal
physician.
For additional information, please visit the New York State
Department of Environmental Conservation website at,
https://on.ny.gov/nyaqi, or call the Air Quality Hotline at
800-535-1345.",12.7
"Spokane, WA, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,47.6573,-117.412,2023-06-29,07:32:00,31.7,17.2,21.7,49.8,0.0,0.0,0.0,18.4,13.0,190.5,1013.6,19.8,,323.0,27.9,20:51:30,10.0,Clear conditions throughout the day.,Clear,,,13.0
"Roanoke, VA, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,37.2715,-79.9406,2023-06-29,10:45:00,29.5,15.6,23.9,67.6,0.0,0.0,0.0,14.8,9.4,165.3,1017.0,14.1,,337.1,29.0,20:44:16,10.0,Clear conditions throughout the day.,Clear,Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL 9 PM EDT THIS EVENING...
The Virginia Department of Environmental Quality has issued a Code
Orange Air Quality Action Day for Fine Particulates, until 9 PM EDT
this evening.
A Code Orange Air Quality Action Day means that air pollution
concentrations within the region may become unhealthy for sensitive
groups.  Sensitive groups include children...people suffering from
asthma or other lung diseases...heart disease...and the elderly.
The effects of air pollution can be minimized by avoiding strenuous
activity or exercise outdoors.
For additional information...please visit the Virginia Department of
of Environmental Quality at www.deq.virginia.gov/our-
programs/air/monitoring-assessments/air-quality-forecast",9.4
"Kansas City, MO, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,39.1034,-94.5831,2023-06-29,09:45:00,38.9,27.8,24.0,52.2,0.0,0.0,0.0,63.0,20.5,307.7,1008.2,15.8,,306.4,26.5,20:48:24,75.0,Clear conditions throughout the day.,Clear,Heat Advisory,"...HEAT ADVISORY REMAINS IN EFFECT UNTIL 7 PM CDT FRIDAY...
* WHAT...Heat index values of 100 to 108.
* WHERE...Portions of east central and northeast Kansas and
central, north central and west central Missouri.
* WHEN...Until 7 PM CDT Friday.
* IMPACTS...Hot temperatures and high humidity may cause heat
illnesses to occur.",20.5
"Colorado Springs, CO, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Denver,38.8335,-104.822,2023-06-29,08:45:00,27.8,16.1,16.6,53.9,0.5,0.0,0.0,42.5,29.5,111.5,1007.8,49.2,,333.0,28.8,20:28:31,30.0,Partly cloudy throughout the day.,Partially cloudy,,,29.5
"San Antonio, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,29.4246,-98.4946,2023-06-29,09:45:00,37.8,24.6,28.1,61.6,0.0,0.0,0.0,38.9,24.1,151.6,1012.4,21.2,,323.9,28.0,20:37:46,30.0,Clearing in the afternoon.,Partially cloudy,,,24.1
"West Palm Beach, FL, United States",Similar temperatures continuing with a chance of rain multiple days.,America/New_York,26.7144,-80.0533,2023-06-29,10:45:00,30.0,24.3,30.9,82.3,23.056,0.0,0.0,24.1,18.4,109.3,1014.1,35.1,,272.8,23.6,20:17:44,60.0,Clearing in the afternoon with storms possible.,"Rain, Partially cloudy",,,18.4
"Lincoln, NE, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Chicago,40.8136,-96.7073,2023-06-29,09:38:00,33.9,20.6,21.7,61.9,32.486,0.0,0.0,45.1,33.6,41.6,1009.6,48.4,,213.8,18.3,21:02:25,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,33.6
"Reno, NV, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,39.5277,-119.814,2023-06-29,07:45:00,31.7,12.8,16.8,30.3,0.0,0.0,0.0,27.7,18.4,2.1,1013.3,3.7,,377.2,32.7,20:30:40,10.0,Clear conditions throughout the day.,Clear,Special Weather Statement,"...Summer Heat Arrives For the 4th of July Weekend...
* Our first significant bout with heat begins as we head into the
holiday weekend. The hottest days will be Saturday and Sunday,
but temperatures only cool a few degrees as we reach the 4th of
July. Afternoon temperatures will climb into the 90s to around
100 in lower valleys with 80s in Sierra communities. It will
feel especially hot given the relative cool weather as of late.
Be prepared for heat health impacts, especially for vulnerable
populations and those outdoors for extended periods. As always,
never leave children or pets inside unattended vehicles where
the heat will be life-threatening!
* This upcoming heat will also lead to accelerated snowmelt,
bringing rises on area creeks and streams. Expect increasing
fast and cold flows which can create dangerous conditions for
those seeking relief in area waterways or crossing streams on
area trails.",18.4
"Wichita, KS, United States","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Thursday.",America/Chicago,37.687,-97.3356,2023-06-29,09:40:00,39.5,22.2,28.4,48.9,0.0,0.0,0.0,44.3,23.7,210.8,1007.7,21.4,,333.5,28.5,20:55:05,30.0,Partly cloudy throughout the day.,Partially cloudy,,,23.7
"Tulsa, OK, United States",Similar temperatures continuing with no rain expected.,America/Chicago,36.1501,-95.9935,2023-06-29,09:40:00,39.5,27.3,31.3,54.4,0.0,0.0,0.0,38.9,22.7,198.3,1009.3,8.3,,396.4,34.2,20:45:14,60.0,Clear conditions throughout the day.,Clear,Excessive Heat Warning,"...EXCESSIVE HEAT WARNING IN EFFECT FROM NOON TODAY TO 9 PM CDT
THIS EVENING...
* WHAT...Dangerously hot conditions with heat index values 110 to
115 degrees expected.
* WHERE...Portions of northwest and west central Arkansas and
east central, northeast and southeast Oklahoma.
* WHEN...From noon today to 9 PM CDT this evening.
* IMPACTS...Hot temperatures and high humidity will combine to
create a dangerous situation in which heat illnesses are
possible.",22.7
"Fort Wayne, IN, United States",Similar temperatures continuing with a chance of rain multiple days.,America/Indiana/Indianapolis,41.0803,-85.1383,2023-06-29,10:45:00,30.0,16.7,24.2,72.6,1.846,0.0,0.0,29.5,18.4,174.5,1013.0,63.5,,252.8,21.8,21:17:02,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Air Quality Alert,"...AIR QUALITY ALERT IN EFFECT UNTIL MIDNIGHT EDT THURSDAY NIGHT...
An Air Quality Action Day has been declared by the Indiana
Department of Environmental Management for all of Northern
Indiana for June 28th and 29th until midnight EDT /11 PM CDT/
Thursday night.
Levels of fine particles are expected to be in the Red or unhealthy range
through the rest of today. Levels of fine particulates are expected
to be in the Orange or unhealthy for sensitive groups range for
Thursday.
People and businesses are urged to avoid activities which lead to
ozone and fine particulate formation. These activities include...
refueling vehicles or topping off when refueling, using gasoline
powered lawn equipment and using charcoal lighter fluid. Positive
activities include...car pooling, biking to work, delaying or
combining errands and using water based paints.
It is recommended that people with respiratory diseases such as
asthma limit prolonged outdoor exertion.
&&
For additional information, please visit the IDEM SMOG Watch web
site at https://apps.idem.in.gov/smogwatch/ or the EPA AIRNOW web
site at www.airnow.gov and click on Indiana.",18.4
"Charleston, SC, United States",Similar temperatures continuing with a chance of rain Wednesday & Thursday.,America/New_York,32.7812,-79.9316,2023-06-29,10:24:00,30.5,22.9,28.4,79.1,0.0,0.0,0.0,20.5,16.6,114.8,1015.5,11.6,,280.3,24.0,20:31:50,60.0,Clear conditions throughout the day.,Clear,Flood Warning,"...FLOOD WARNING NOW IN EFFECT UNTIL SUNDAY EVENING...
* WHAT...Minor flooding is occurring and minor flooding is forecast.
* WHERE...Edisto River near Givhans Ferry.
* WHEN...Until Sunday evening.
* IMPACTS...At 11.0 feet, Weeks Landing in Canadys is not accessible.
* ADDITIONAL DETAILS...
- At 930 AM EDT Thursday, the stage was 10.7 feet.
- Forecast...The river is expected to fall below flood stage
Sunday morning and continue falling to 9.1 feet Tuesday
morning.
- Flood stage is 10.0 feet.
&&",16.6
