City,Description jour,Timezone,Latitude,Longitude,Date,Current time,Max_Température,Min_Température,Current temperature,Humidité,Precipitation,Neige,Neige_densité,Vent_rafale,Vent_vitesse,Vent_direction,Pression,Nuage,Visibilité,Solar radiation,Energy_solaire,Soleil_coucher,Alert risk,Description,Weather conditions,Weather alerts,Alertes_description,Vitesse_vent
"برج باجي مختار, أدرار, الجزائر",Similar temperatures continuing with no rain expected.,Africa/Algiers,21.33307,0.95804,2023-07-06,19:00:00,45.0,31.6,44.0,18.8,0.0,0.0,0.0,57.2,41.0,231.8,1008.4,20.2,,309.9,26.8,19:42:25,10.0,Clearing in the afternoon.,Partially cloudy,,,41.0
"Brahman, Kharagpur-II, WB, India",Similar temperatures continuing with a chance of rain Sunday & Friday.,Asia/Kolkata,22.39781,87.48319,2023-07-07,03:00:00,32.8,27.4,27.6,74.2,6.5,0.0,0.0,38.5,24.5,171.2,1002.8,91.0,,207.9,17.9,18:28:25,30.0,Cloudy skies throughout the day with storms possible.,"Rain, Overcast",,,24.5
"Bari, Puglia, Italia",Similar temperatures continuing with no rain expected.,Europe/Rome,41.1259,16.8667,2023-07-06,23:15:00,29.9,20.9,24.7,61.2,0.0,0.0,0.0,33.1,16.6,322.9,1014.1,14.6,,348.0,29.9,20:27:59,30.0,Clear conditions throughout the day.,Clear,,,16.6
"Bright, NB, Canada",Similar temperatures continuing with a chance of rain multiple days.,America/Moncton,46.0687,-67.019,2023-07-06,18:00:00,32.0,17.2,31.0,80.2,0.0,0.0,0.0,14.4,10.1,178.2,1012.3,20.3,,334.8,28.9,21:21:16,60.0,Partly cloudy throughout the day.,Partially cloudy,heat,"
Humidex values reaching 40 will continue.

Very warm and humid weather continues.

Time span: continuing Friday, and possibly lasting into the weekend for some areas.

Locations: inland areas of New Brunswick. 

Minimum temperature tonight: 18 degrees Celsius.

Maximum temperature Friday: 29 to 32 degrees Celsius (Humidex 36 to 40), except cooler along parts of the coast.
Minimum temperature Friday night: 18 degrees Celsius.

Maximum temperature Saturday: 25 to 30 degrees Celsius (Humidex near 36), except cooler along parts of the coast.

###

The risks are greater for young children, pregnant women, older adults, people with chronic illnesses and people working or exercising outdoors.

Heat warnings are issued when very high temperature or humidity conditions are expected to pose an elevated risk of heat illnesses, such as heat stroke or heat exhaustion.

Please continue to monitor alerts and forecasts issued by Environment Canada. To report severe weather, send an email to NBstorm@ec.gc.ca or tweet reports using #NBStorm.
",10.1
"Bourke, NSW 2840, Australia",Similar temperatures continuing with no rain expected.,Australia/Sydney,-30.091,145.937,2023-07-07,07:00:00,16.1,8.2,8.2,59.6,0.0,0.0,0.0,43.9,21.2,257.7,1018.4,0.2,,158.9,13.7,17:29:36,10.0,Clear conditions throughout the day.,Clear,,,21.2
"E Burlington St, Iowa City, IA 52240, United States",Similar temperatures continuing with a chance of rain tomorrow & Saturday.,America/Chicago,41.65782,-91.52629,2023-07-06,16:20:00,26.7,15.6,25.9,58.5,0.0,0.0,0.0,37.0,22.3,321.5,1016.8,6.7,,346.7,29.8,20:43:13,10.0,Clear conditions throughout the day.,Clear,,,22.3
"Barquisimeto, Lara, Venezuela","Similar temperatures continuing with a chance of rain Saturday, Monday & Tuesday.",America/Caracas,10.0646,-69.3507,2023-07-06,17:00:00,29.3,18.6,30.0,75.5,0.0,0.0,0.0,26.6,16.6,141.8,1014.1,87.1,,302.8,26.2,19:02:53,10.0,Partly cloudy throughout the day.,Partially cloudy,,,16.6
"Bern, Schweiz",Similar temperatures continuing with a chance of rain Sunday & Monday.,Europe/Zurich,46.9484,7.44046,2023-07-06,23:17:00,26.0,14.0,18.8,70.3,3.3,0.0,0.0,35.3,11.2,344.7,1018.3,53.5,,311.4,26.8,21:27:07,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,11.2
"Brownsville, TX, United States",Similar temperatures continuing with no rain expected.,America/Chicago,25.9021,-97.4992,2023-07-06,16:20:00,29.3,25.7,28.0,86.7,15.406,0.0,0.0,50.0,25.3,129.5,1013.7,84.1,,74.4,6.3,20:25:39,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Rip Current Statement,"...HIGH RIP CURRENT RISK NOW IN EFFECT THROUGH THIS EVENING...
* WHAT...Dangerous rip currents.
* WHERE...Kenedy Island, Willacy Island and Cameron Island
Counties.
* WHEN...Through this evening.
* IMPACTS...Rip currents can sweep even the best swimmers away
from shore into deeper water.",25.3
"Blaru, Île-de-France, France","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",Europe/Paris,49.04905,1.47772,2023-07-06,23:00:00,25.8,9.7,19.7,61.3,0.0,0.0,0.0,21.6,10.0,179.9,1017.3,55.9,,305.7,26.6,22:00:11,10.0,Partly cloudy throughout the day.,Partially cloudy,,,10.0
"Tuřany, 620 00 Brno, Česko",Similar temperatures continuing with no rain expected.,Europe/Prague,49.1437,16.6689,2023-07-06,23:00:00,25.9,15.9,19.0,60.4,0.5,0.0,0.0,25.2,14.7,57.1,1017.9,64.1,,277.0,23.9,20:59:52,10.0,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,,14.7
"Barra, BA, Brasil",Similar temperatures continuing with no rain expected.,America/Bahia,-11.0888,-43.1392,2023-07-06,18:00:00,30.4,17.2,24.0,47.8,0.0,0.0,0.0,34.6,13.3,80.3,1016.5,19.3,,240.3,20.8,17:42:18,10.0,Clear conditions throughout the day.,Clear,,,13.3
"Bristol, England, United Kingdom",Similar temperatures continuing with a chance of rain multiple days.,Europe/London,51.4538,-2.59168,2023-07-06,22:15:00,20.0,12.9,16.1,69.8,0.0,0.0,0.0,49.7,28.8,192.3,1014.8,64.5,,269.2,23.2,21:28:20,10.0,Partly cloudy throughout the day.,Partially cloudy,,,28.8
"Bathurst, NB, Canada",Similar temperatures continuing with a chance of rain multiple days.,America/Moncton,47.61678,-65.6489,2023-07-06,18:00:00,30.9,15.1,26.5,81.0,0.0,0.0,0.0,29.5,12.2,76.1,1012.2,17.3,,327.7,28.4,21:22:13,30.0,Clear conditions throughout the day.,Clear,heat,"
Humidex values reaching 40 will continue.

Very warm and humid weather continues.

Time span: continuing Friday, and possibly lasting into the weekend for some areas.

Locations: inland areas of New Brunswick. 

Minimum temperature tonight: 18 degrees Celsius.

Maximum temperature Friday: 29 to 32 degrees Celsius (Humidex 36 to 40), except cooler along parts of the coast.
Minimum temperature Friday night: 18 degrees Celsius.

Maximum temperature Saturday: 25 to 30 degrees Celsius (Humidex near 36), except cooler along parts of the coast.

###

The risks are greater for young children, pregnant women, older adults, people with chronic illnesses and people working or exercising outdoors.

Heat warnings are issued when very high temperature or humidity conditions are expected to pose an elevated risk of heat illnesses, such as heat stroke or heat exhaustion.

Please continue to monitor alerts and forecasts issued by Environment Canada. To report severe weather, send an email to NBstorm@ec.gc.ca or tweet reports using #NBStorm.
",12.2
"Brussels, Belgium","Similar temperatures continuing with a chance of rain Saturday, Sunday & Tuesday.",Europe/Brussels,50.8444,4.35609,2023-07-06,23:15:00,21.9,11.6,15.2,64.2,0.0,0.0,0.0,34.2,15.1,223.7,1017.6,52.0,,174.5,15.1,21:57:24,10.0,Partly cloudy throughout the day.,Partially cloudy,,,15.1
"Bremerhaven, Bremen, Deutschland",Cooling down with a chance of rain multiple days.,Europe/Berlin,53.5443,8.58195,2023-07-06,22:20:00,22.0,11.0,14.8,72.0,0.0,0.0,0.0,38.9,20.5,242.2,1016.0,54.3,,230.7,19.9,21:55:28,10.0,Partly cloudy throughout the day.,Partially cloudy,,,20.5
"Utqiagvik, AK, United States",Similar temperatures continuing with a chance of rain tomorrow.,America/Anchorage,71.2888,-156.792,2023-07-06,13:20:00,12.6,3.4,8.0,84.4,1.8,0.0,0.0,26.6,20.2,62.1,1012.5,96.4,,230.5,19.7,00:00:00,10.0,Cloudy skies throughout the day with early morning rain.,"Rain, Overcast",Special Weather Statement,"...Rising Rivers Through the Weekend...
Numerous rain showers through Saturday will cause rises in creeks
and rivers in the Western and Central Brooks Range through the
weekend. Additional rainfall of 1 to 2 inches is expected over
the Western and Central Brooks range through Saturday.
People in the Western and Central Brooks range and along
waterways north and west of Galena should should remain alert for
the possibility of rising water levels through the weekend.",20.2
"Maria Montez, 81002 Barahona, República Dominicana",Similar temperatures continuing with a chance of rain multiple days.,America/Santo_Domingo,18.20525,-71.09651,2023-07-06,16:00:00,29.6,25.1,32.0,73.4,0.5,0.0,,35.6,25.6,138.6,1015.7,77.3,,311.2,27.0,19:24:35,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,25.6
"Bardstown Rd, Coxs Creek, KY 40013, United States",Similar temperatures continuing with a chance of rain Saturday & Sunday.,America/New_York,37.99532,-85.48442,2023-07-06,17:20:00,30.5,22.8,29.8,77.0,2.669,0.0,0.0,33.5,18.6,272.7,1013.4,53.3,,244.9,21.0,21:07:38,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,18.6
"Brasília, DF, Brasil",Similar temperatures continuing with no rain expected.,America/Sao_Paulo,-15.7783,-47.9291,2023-07-06,18:00:00,24.0,9.0,23.0,49.9,0.0,0.0,0.0,37.4,13.0,77.9,1020.7,5.8,,227.9,19.8,17:53:14,10.0,Clear conditions throughout the day.,Clear,,,13.0
臺灣308新竹縣寶山鄉,Similar temperatures continuing with a chance of rain Tuesday & Wednesday.,Asia/Taipei,24.7657,120.991,2023-07-07,05:15:00,34.5,27.3,28.0,61.6,0.0,0.0,0.0,46.8,33.1,240.7,1007.7,43.5,,331.0,28.5,18:49:15,30.0,Partly cloudy throughout the day.,Partially cloudy,,,33.1
"Sematan, Sarawak, Malaysia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Kuching,1.79731,109.75532,2023-07-07,05:00:00,25.5,22.9,24.0,92.7,15.6,0.0,0.0,30.6,11.2,214.6,1011.5,88.9,,44.7,3.9,18:52:29,10.0,Partly cloudy throughout the day with rain.,"Rain, Partially cloudy",,,11.2
"Rain St, Brighton, CO 80603, United States","Similar temperatures continuing with a chance of rain tomorrow, Saturday & Sunday.",America/Denver,40.00666,-104.73762,2023-07-06,15:15:00,25.6,14.0,21.9,77.7,5.234,0.0,0.0,29.5,22.3,79.9,1013.4,79.7,,237.4,20.3,20:30:44,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",Severe Thunderstorm Watch,"SEVERE THUNDERSTORM WATCH 454 IS IN EFFECT UNTIL 1000 PM MDT
FOR THE FOLLOWING LOCATIONS
CO
.    COLORADO COUNTIES INCLUDED ARE
ADAMS                ARAPAHOE            BOULDER
BROOMFIELD           DENVER              DOUGLAS
ELBERT               JEFFERSON           LARIMER
LINCOLN              LOGAN               MORGAN
WASHINGTON           WELD",22.3
"Bairnsdale, VIC 3875, Australia",Similar temperatures continuing with no rain expected.,Australia/Melbourne,-37.8273,147.622,2023-07-07,07:19:00,15.0,5.8,5.6,67.1,0.0,0.0,0.0,36.7,15.8,314.9,1008.3,52.7,,76.4,6.7,17:03:47,10.0,Partly cloudy throughout the day.,Partially cloudy,,,15.8
"Basel, BS, Schweiz",Similar temperatures continuing with a chance of rain multiple days.,Europe/Zurich,47.5488,7.58782,2023-07-06,23:15:00,26.0,11.0,17.3,63.6,0.0,0.0,0.0,19.8,11.2,355.0,1018.1,65.5,,268.8,23.2,21:29:04,10.0,Partly cloudy throughout the day.,Partially cloudy,,,11.2
"Bossangoa, République Centrafricaine",Similar temperatures continuing with a chance of rain multiple days.,Africa/Bangui,6.49335,17.44814,2023-07-06,22:00:00,28.5,20.0,21.7,81.6,0.6,0.0,0.0,13.7,7.6,198.2,1012.2,74.6,,232.8,20.0,18:09:32,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,7.6
"Basco, Cagayan Valley, Philippines",Similar temperatures continuing with no rain expected.,Asia/Manila,20.4498,121.97,2023-07-07,05:00:00,29.4,28.7,28.8,75.5,0.0,0.0,,21.2,19.1,233.9,1010.9,65.2,,292.8,25.2,18:36:37,60.0,Partly cloudy throughout the day.,Partially cloudy,,,19.1
"Bensbach Rd, Glenfield NSW 2167, Australia",Similar temperatures continuing with no rain expected.,Australia/Sydney,-33.97909,150.89453,2023-07-07,07:18:00,15.6,8.1,3.3,62.8,0.0,0.0,0.0,45.0,22.7,277.4,1011.6,20.2,,133.0,11.6,17:00:39,10.0,Partly cloudy throughout the day.,Partially cloudy,,,22.7
"Douglas, Northern Cape, South Africa",Similar temperatures continuing with no rain expected.,Africa/Johannesburg,-29.052,23.7731,2023-07-06,23:00:00,22.6,9.0,13.5,19.5,0.0,0.0,0.0,24.5,20.5,338.4,1024.4,45.2,,151.3,13.0,17:40:16,10.0,Becoming cloudy in the afternoon.,Partially cloudy,,,20.5
"Balsas, MA, Brasil",Similar temperatures continuing with no rain expected.,America/Fortaleza,-7.53209,-46.0356,2023-07-06,18:00:00,34.0,18.5,28.4,42.9,0.0,0.0,0.0,37.1,16.9,97.6,1014.0,51.8,,251.4,21.7,17:59:57,10.0,Partly cloudy throughout the day.,Partially cloudy,,,16.9
"Basankusu, Équateur, République Démocratique du Congo",Similar temperatures continuing with a chance of rain Tuesday & Wednesday.,Africa/Kinshasa,1.21592,19.80297,2023-07-06,22:00:00,33.0,21.1,24.2,70.6,0.1,0.0,0.0,10.1,5.4,263.3,1011.8,66.2,,193.5,16.7,17:51:13,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,5.4
"Besakoa, Ampanihy, Madagascar",Cooling down with no rain expected.,Indian/Antananarivo,-24.72688,44.71783,2023-07-07,00:00:00,25.5,12.7,14.2,69.2,0.0,0.0,0.0,38.5,23.8,115.3,1026.0,1.9,,179.6,15.6,17:25:58,10.0,Clear conditions throughout the day.,Clear,,,23.8
"Boswell Dr, Laramie, WY 82070, United States","Warming up with a chance of rain tomorrow, Saturday & Sunday.",America/Denver,41.2997,-105.58816,2023-07-06,15:15:00,21.2,8.9,17.2,65.9,0.304,0.0,0.0,76.0,54.5,206.4,1011.2,47.7,,175.1,15.2,20:38:16,10.0,Partly cloudy throughout the day with early morning rain.,"Rain, Partially cloudy",Severe Thunderstorm Watch,"SEVERE THUNDERSTORM WATCH 452 IS IN EFFECT UNTIL 900 PM MDT
FOR THE FOLLOWING LOCATIONS
WY
.    WYOMING COUNTIES INCLUDED ARE
ALBANY               CAMPBELL            CONVERSE
CROOK                GOSHEN              JOHNSON
LARAMIE              NATRONA             NIOBRARA
PLATTE               SHERIDAN            WESTON",54.5
"ပုသိမ်, ဧရာဝတီတိုင်းဒေသကြီး, MMR",Similar temperatures continuing with a chance of rain multiple days.,Asia/Yangon,16.7841,94.7326,2023-07-07,04:00:00,32.0,24.9,25.2,80.9,16.2,0.0,0.0,19.8,16.9,174.1,1008.8,54.5,,245.2,21.1,18:48:36,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,16.9
"برديرا, بارطيري, جدو, الصومال",Similar temperatures continuing with no rain expected.,Africa/Mogadishu,2.34884,42.271,2023-07-07,00:00:00,31.3,22.5,24.6,56.8,0.0,0.0,0.0,54.0,37.1,178.6,1015.6,62.8,,180.5,15.6,18:23:22,10.0,Partly cloudy throughout the day.,Partially cloudy,,,37.1
"Bartletts, Nuhaka, Gisborne, New Zealand","Similar temperatures continuing with a chance of rain tomorrow, Sunday & Monday.",Pacific/Auckland,-38.90345,177.83549,2023-07-07,09:20:00,12.7,4.8,5.6,77.0,0.0,0.0,0.0,42.1,12.6,16.5,1017.0,55.7,,91.8,7.8,16:59:53,10.0,Becoming cloudy in the afternoon.,Partially cloudy,,,12.6
"Bertoua, Cameroun",Similar temperatures continuing with a chance of rain multiple days.,Africa/Douala,4.5755,13.6841,2023-07-06,22:00:00,26.8,18.0,19.6,89.1,6.4,0.0,0.0,7.6,5.4,274.0,1013.2,46.2,,284.1,24.6,18:21:20,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,5.4
"Betou, République du Congo",Similar temperatures continuing with a chance of rain multiple days.,Africa/Brazzaville,3.06085,18.5129,2023-07-06,22:00:00,32.5,21.6,24.4,77.7,0.1,0.0,0.0,11.2,6.1,277.5,1011.9,88.3,,166.1,14.4,17:59:28,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,6.1
"Airport Road, Thiruperuntharai, Sri Lanka",Similar temperatures continuing with no rain expected.,Asia/Colombo,7.71538,81.67179,2023-07-07,03:00:00,29.8,27.2,28.2,68.4,1.0,0.0,,45.4,35.3,220.8,1009.0,96.4,,198.2,17.1,18:24:48,30.0,Cloudy skies throughout the day with storms possible.,Overcast,,,35.3
"Brunette Dwns, Tablelands NT 0862, Australia",Similar temperatures continuing with no rain expected.,Australia/Darwin,-18.75489,135.70177,2023-07-07,07:00:00,24.2,18.3,18.6,54.4,0.0,0.0,0.0,39.2,27.0,138.0,1018.4,17.1,,201.6,17.4,18:03:27,10.0,Clear conditions throughout the day.,Clear,,,27.0
"Sky Park Dr, Woods Cross, UT 84087, United States",Similar temperatures continuing with no rain expected.,America/Denver,40.86418,-111.92392,2023-07-06,15:02:00,32.5,22.2,29.0,27.6,0.247,0.0,0.0,42.5,20.5,38.1,1007.1,56.8,,208.5,17.9,21:02:12,10.0,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,,20.5
"Batangafo, République Centrafricaine",Similar temperatures continuing with a chance of rain tomorrow & Thursday.,Africa/Bangui,7.44877,18.09296,2023-07-06,22:00:00,29.3,21.0,22.8,84.4,3.0,0.0,0.0,9.4,6.5,199.7,1012.0,84.5,,266.8,23.2,18:08:35,60.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,6.5
"Jalan Hang Nadim, Batam 29416, Indonesia",Similar temperatures continuing with a chance of rain multiple days.,Asia/Jakarta,1.12367,104.11537,2023-07-07,04:00:00,31.5,24.8,25.0,71.8,0.4,0.0,0.0,16.9,9.4,158.3,1011.3,66.4,,239.9,20.9,18:13:56,10.0,Partly cloudy throughout the day.,Partially cloudy,,,9.4
"Carter Rd, La Grande, OR 97850, United States",Similar temperatures continuing with no rain expected.,America/Los_Angeles,45.3478,-117.909,2023-07-06,14:15:00,32.8,10.3,31.2,40.9,0.0,0.0,0.0,25.9,16.6,335.1,1010.8,6.8,,358.7,31.2,20:41:57,10.0,Clear conditions throughout the day.,Clear,,,16.6
"Jalan Sultan Iskandar Muda, Banda Aceh 23231, Indonesia",Similar temperatures continuing with a chance of rain tomorrow & Sunday.,Asia/Jakarta,5.55033,95.30743,2023-07-07,04:00:00,29.1,25.8,26.1,75.3,0.3,0.0,0.0,18.4,15.1,253.0,1010.8,34.8,,285.3,24.5,18:56:35,30.0,Partly cloudy throughout the day with storms possible.,"Rain, Partially cloudy",,,15.1
"Братск, Сибирский федеральный округ, Россия",Similar temperatures continuing with a chance of rain Monday & Wednesday.,Asia/Irkutsk,56.1763,101.6,2023-07-07,05:00:00,27.2,14.0,14.0,58.3,0.0,0.0,0.0,10.1,10.1,130.9,1009.1,70.0,,293.0,25.3,22:00:16,10.0,Partly cloudy throughout the day.,Partially cloudy,,,10.1
"Kalamazoo, MI, United States",Similar temperatures continuing with no rain expected.,America/Detroit,42.2916,-85.5884,2023-07-06,17:20:00,28.3,19.5,27.0,72.1,0.58,0.0,0.0,34.0,22.5,299.3,1012.7,57.1,,221.6,19.1,21:21:37,10.0,Partly cloudy throughout the day with morning rain.,"Rain, Partially cloudy",,,22.5
